draw,cost_basic_segmentation,cost_least_privilege_segmentation,cost_patch_level_upgrade,cost_detection_improvement,cost_rapid_isolation,cost_periodic_backups,cost_protected_backups,cost_identity_controls,burden_basic_segmentation,burden_least_privilege_segmentation,burden_patch_level_upgrade,burden_detection_improvement,burden_rapid_isolation,burden_periodic_backups,burden_protected_backups,burden_identity_controls
276,3.264837612,5.05615802,2.330235278,1.501857874,6.053192329,1.349407772,2.178401181,5.503109074,2.806694516,5.764696517,3.756253096,2.752721283,1.793869496,0.6612241817,2.904667257,3.325834099
277,2.66096939,4.669087897,2.725764765,1.83148917,4.84600035,0.7558552726,2.3213743,2.906242557,2.519056475,5.288157361,2.621627371,1.925741765,4.478784825,1.33521068,2.823932194,3.372734927
278,3.533371963,4.799449465,1.881097004,2.690232968,6.609405942,0.929788543,1.840703294,4.940194872,1.469983758,2.684007988,4.392635603,1.277015717,2.144941948,0.7986440731,2.384745917,1.955402311
279,2.563944744,4.393555668,2.086514155,2.07872399,4.583109191,0.6370535412,2.209260322,5.258650352,1.362995358,3.260336479,1.840607939,2.477780771,2.920216508,0.7570096693,1.986885741,3.227763099
280,3.055438362,5.453192981,2.241823822,2.53906314,6.41616023,0.5021908356,1.99508886,2.62829786,1.691535216,4.330460788,2.927931149,2.354661831,1.856907284,1.471038781,1.544510838,2.713013496
281,2.358316519,3.813674089,2.609422336,3.448021342,2.84235608,0.533579547,2.125958807,5.040748246,2.481440399,5.332435612,4.464989948,1.369122986,3.853609086,0.8673019453,1.873958285,4.028641986
282,2.287260698,6.321680198,2.837290646,2.622151503,3.060993478,1.18973308,1.66027356,4.717576413,1.735167865,2.811815457,3.60634755,1.97854641,4.277459703,0.9120668278,1.465627161,3.488622359
283,3.625446942,3.942511026,1.995987622,4.193811914,3.380600641,0.7674847288,2.9485431,5.973209441,2.029097428,2.802157359,3.602692913,1.652093191,1.798426577,0.8551724891,2.268395545,4.192161902
284,3.516569144,5.089566029,2.445993605,1.949241572,3.152588793,1.160969146,1.231201243,4.905231809,1.897837826,5.957672565,1.949170048,1.079594785,2.839369272,1.372306598,2.466210301,2.270675413
285,3.736162635,6.478660057,2.017846327,4.415506355,4.979115563,1.258813427,2.689440563,5.994058727,1.362288286,2.610362648,1.944070338,1.839838825,3.072869729,1.297081218,2.355456628,3.322434551
286,4.114768192,6.851124784,2.895186663,1.62929425,6.565468109,1.033376634,1.887221408,4.874876048,1.530037081,5.288030219,4.201041007,2.332477625,3.55298092,0.5369253576,2.739528169,2.700439458
287,2.608666442,2.703485595,1.313656985,2.550887484,6.751690937,0.7212605656,2.391438604,4.125469145,1.243377159,2.029036909,2.36169121,1.670558252,1.784595217,0.5767550409,2.49654582,3.018296287
288,3.674753499,4.238913025,2.503319931,3.123864643,4.522685891,0.626290617,1.262421933,2.405910784,1.77694124,5.170605555,3.718769432,2.837198734,2.417903722,0.5584285068,1.486395,1.588997004
289,2.275377372,6.674716595,2.380404153,4.115089198,5.943388412,0.5947918886,1.671587769,2.750077076,2.82506427,5.112097097,3.094604802,2.965502242,1.942686846,0.7098620469,2.429666196,3.904732833
290,3.52145825,6.876665529,1.520564574,1.593280495,6.055604857,0.920309371,2.235823922,3.051127496,1.147423473,3.959322982,3.386656954,1.913130924,1.565088092,0.6007985472,2.440635143,4.347698859
291,2.493196944,3.425220198,1.803727273,3.082623496,4.156995669,0.6588475789,2.66591707,4.254060636,2.542765207,2.824455673,3.762252325,2.307634772,3.244462649,0.7046377447,2.485397534,4.264908787
292,2.190280848,6.060129837,1.870804106,1.90796439,2.774529898,0.5829110941,1.990850151,5.921740862,1.771551285,2.467650146,3.808905681,1.598397046,4.174614401,0.9273657069,2.813134772,3.707123744
293,1.553324534,2.965971157,2.366104907,1.835402165,4.479943658,0.7639955246,2.029054436,2.987291383,1.115743226,4.505276077,1.685799765,2.621780284,4.485260908,0.7529156179,1.389772512,1.912530585
294,2.084533762,3.773333194,1.655477798,3.649636129,7.425406701,1.132352113,2.064644192,5.463635217,1.213190234,5.847432894,3.157886273,1.110355417,3.748775143,1.327653528,2.238148375,3.651817847
295,3.119491789,4.207013983,2.007930717,4.033093506,3.163280827,0.7711851804,1.313946959,5.175186651,1.494337973,2.649200179,2.522449871,2.294911288,1.786363307,0.730554383,1.707024708,2.144381488
296,3.58896227,5.645809089,1.846689514,3.587053356,5.384190632,1.001787815,2.519891883,3.103616923,2.764473867,2.923731432,4.175518989,1.837361235,3.50197714,1.031726364,1.77618767,2.71527965
297,3.584309824,4.919293877,2.973615475,1.565359649,6.94671361,0.9018982961,2.100269236,2.881923786,1.160735416,5.536209069,2.826106938,1.97929664,1.509418354,0.8815994321,1.286311428,2.405244713
298,2.105375973,6.158973949,1.087561749,2.427063122,3.324209201,1.075294036,1.753618296,4.530876709,1.413051667,4.550671447,2.757675173,2.48463688,1.567353364,1.357860642,2.461982705,3.21427873
299,1.760631392,4.01629983,1.587314219,2.076296676,4.768700664,1.376145127,2.537133691,3.214388739,1.924485676,2.529269573,3.359131522,2.798792142,3.324994445,1.357471992,2.907806549,3.886590059
300,2.281061031,3.869969085,1.785097877,3.960988523,3.090612886,0.5441421282,1.757798928,2.766662125,1.30467313,5.848879843,2.182058021,2.365036558,3.334618141,0.8682072658,2.02125809,1.52804112
301,3.292892608,5.907195146,1.305519606,3.615087267,6.221687524,0.8343337708,2.492578439,5.138759424,1.45825049,2.521679264,1.68096723,2.139130202,3.499694351,0.8200006851,1.029826478,2.776274822
302,2.502899242,4.84044782,1.522956194,3.783419118,5.229427327,1.051732037,2.435284553,3.946862631,1.042968138,3.367433699,2.388909771,2.684789228,2.731560291,0.7934897172,1.791788167,2.028002869
303,1.951645504,3.450803974,2.685558824,4.482351433,7.113955162,0.619185689,1.903562081,5.586050504,2.598239739,3.023485926,2.894131151,2.95476914,3.216380454,0.5149255143,1.684673429,2.344254542
304,3.194426198,5.934522686,1.561847087,2.668220689,2.946742285,0.5683792286,2.581757765,5.805288637,1.909578041,2.326562109,3.660828269,2.38654059,3.496987319,1.285817448,1.754106769,3.75849993
305,3.23445942,3.315865818,1.653986243,2.211659359,5.803397509,0.5986879172,2.002814883,4.432879548,2.900845345,4.747078633,1.853126269,1.34313118,4.168121591,1.116243624,1.839485437,2.247705117
306,1.580219759,5.245930848,2.139036532,4.462538275,5.964387208,1.288826447,2.317539608,4.437184084,2.579138806,5.599901119,2.406622289,2.306845111,4.106490514,1.086838927,2.002449822,2.695451867
307,3.195808623,5.96501361,2.994437563,2.729869123,6.108323071,1.075465772,2.604559439,4.651743037,2.81653935,5.063229758,3.284219244,2.109672869,1.607070853,1.385121546,2.326170155,2.326125484
308,3.45091005,3.642363738,2.668822014,2.565494542,3.090439442,0.6523029905,2.276952277,2.105729544,1.355650935,3.488709354,4.269156372,2.034665574,1.63279099,0.8901830637,2.26890498,1.90528059
309,3.196294399,5.285134969,2.061269773,2.445422175,4.466135849,0.8899324243,1.440327299,2.158514352,2.124871903,4.162370212,1.986588898,1.942864477,3.671732693,0.9834387423,1.761671303,2.534703123
310,2.337879749,2.512353192,2.069889287,2.502002047,6.309701611,1.150547987,2.269160146,5.418848883,1.046271832,4.840562659,3.467037639,1.719021711,2.983998899,1.013068717,1.991872292,3.104779368
311,2.274548581,6.183286692,1.595750617,1.821380397,4.52024811,0.6111290699,1.531115484,2.818734434,1.98701945,2.925484328,1.512720794,2.499480996,2.871677049,1.326438278,2.095294358,3.071719381
312,4.493497577,7.051620747,2.848742642,2.795180536,2.659400707,1.467759506,2.157682588,5.316104607,1.536567853,3.123676313,3.851926933,2.697855964,3.495111499,1.387442928,2.685523737,2.603906109
313,2.152296539,6.076666228,1.594764927,2.609870189,4.876018636,1.346951759,2.3335617,4.844660768,1.721781397,3.051377808,4.341948597,2.770407015,2.289574805,1.356619414,1.994058189,3.857524374
314,2.940442448,4.923776169,2.550508248,2.617522899,5.440017698,1.024758756,1.924875302,5.868685499,2.945969431,3.425732436,4.196734661,1.06901214,3.055445747,0.9551636852,2.861022426,2.930402053
315,2.366067247,3.658863293,2.982508341,4.10703,5.796402167,0.5906273176,1.300039351,2.524471675,2.272664362,3.690917313,2.099776678,1.782037355,3.747480133,1.475983215,2.696300318,2.935819783
316,3.500235281,5.524077328,1.848356961,3.625902825,2.581813428,0.6131999272,2.257028603,2.82197148,2.338357134,2.478617133,3.393278945,1.248691162,3.20020839,0.7013188296,2.669971334,1.767152069
317,2.991373241,5.255467018,1.356727763,1.54239788,3.00747378,0.9371286416,1.08299619,3.70672578,1.643081326,4.520540458,1.749597429,1.56860235,4.18796745,0.6799948651,1.206624037,3.242093711
318,1.617400921,3.434258334,2.78911196,3.728911062,4.38289081,0.741850553,2.104852783,3.738299257,1.258890949,4.397954703,3.574730197,2.472451336,2.547614904,1.223438917,1.6598442,4.060232656
319,1.617818637,6.762610611,2.417120604,3.606427862,7.382653861,0.6204353398,2.075839423,4.701112204,1.773386619,2.282249039,4.082716574,2.161413167,2.847194364,1.043957912,2.44704901,2.593351342
320,3.099348048,5.92757723,2.220038874,4.092811855,3.825949656,1.147188708,2.489873065,2.823336941,2.881721369,5.899255871,1.766145938,2.601865579,1.569261624,1.392363743,2.851831003,3.093489944
321,2.201721898,2.641389681,2.419778197,3.605640368,4.105831704,1.153196838,2.009282263,2.254379984,2.25809869,3.340850951,2.648664259,1.247371037,2.874289319,1.010514871,1.103621831,2.726688366
322,3.942786755,6.858738265,2.013295518,1.634869001,3.357194144,0.7097805844,2.20440248,3.956392414,1.824506289,5.570259682,1.647006099,1.806848338,4.354021768,1.184811736,2.818517523,2.540537425
323,2.04231116,5.943265683,2.593710808,3.984141592,3.604918131,1.453488653,2.092300381,2.008069708,1.643090526,3.431373728,3.870890574,2.271003532,2.993220635,0.8327551118,2.404023927,2.642258774
324,3.394822209,4.548967306,1.055894485,1.600128367,2.675974021,1.032365579,1.082855092,2.268453987,1.924713499,3.932509655,2.413687387,2.978342913,2.602925891,1.430886377,2.562220841,2.72509328
325,3.250057125,5.142066871,1.312580573,2.007476971,3.538706896,1.356878819,1.859723031,5.070811527,1.089763132,3.210918819,1.587536981,2.406008611,3.260251548,0.6405717811,1.550649173,3.143526608
326,3.900172732,7.030231039,2.159202381,3.807071825,6.323015168,1.113087208,2.453926016,2.627014975,1.296924718,2.368360987,2.267116412,2.895218085,2.336653038,1.20595607,2.222677011,2.054988415
327,2.33763425,7.306351967,1.75463533,4.23439966,5.387437295,1.073509355,1.261527296,2.398399124,1.748859656,4.109483982,3.652022742,1.002436083,2.529848075,1.029617999,1.641262518,1.783323692
328,3.704153013,6.640924133,2.911332729,4.182387138,5.903439525,0.9231886283,1.627935616,2.314737943,1.914917688,4.57015758,2.205500634,1.435935859,3.561749333,1.331447405,1.933915246,1.678106528
329,2.747087606,3.629599089,1.852594534,2.591980267,3.843103776,0.8211976168,2.86291697,3.343401057,2.793438424,4.197554432,4.261789851,1.177905955,3.660085751,0.6709884111,1.702982441,1.792203747
330,4.010398075,6.306057086,1.386992195,2.256958327,4.054604731,1.203282133,2.269668836,4.708619091,2.855666298,4.838605109,3.174226288,1.97785102,3.148954662,0.6987542299,2.433224016,2.468113751
331,2.080132922,4.291628517,2.854562473,2.445038478,2.56228111,0.6775646429,1.097076376,4.508223202,1.926841479,4.495272533,2.868065909,2.622915684,2.434849707,0.8374119082,1.613484542,2.327780617
332,1.861393635,2.506687047,1.370243332,2.093106138,5.389861201,0.7729165942,1.378674036,5.470908754,2.149835511,2.604680698,3.15131226,2.121651155,1.95628409,1.191833701,2.629746068,1.787132021
333,2.265466551,7.470210654,1.980539169,2.598269466,6.267772354,0.5261515511,2.39195255,3.390512189,1.908762305,5.704176433,1.868128564,1.691047989,2.14513699,1.338614603,2.351438255,3.816595178
334,3.688706061,6.995842354,1.115058125,3.354687753,2.75605381,1.461933425,2.405261874,5.027001484,1.408595309,2.286488344,3.895290879,2.38172525,3.223574594,0.6566591519,2.559434573,2.851547803
335,1.872947889,6.725959013,1.663011478,3.964807939,5.766932931,0.6025553398,2.704970764,4.359994716,1.152150313,5.105178062,2.860325528,1.478998162,3.104423069,1.14947206,1.195634221,3.054034369
336,2.956681186,6.608033635,2.601579976,3.282904753,3.023770488,0.876947918,1.228263403,4.818413826,1.302246292,3.148363307,4.229131135,1.906082089,2.938282273,0.9297965554,1.378853574,2.526533803
337,3.440120337,5.253514183,1.689025247,2.414622636,4.538206994,1.21320242,2.242547396,2.417115489,2.489167378,2.744919605,4.183550718,2.256448996,3.551472468,0.5834563413,2.133652183,4.139348642
338,1.863333089,4.039447067,2.518034783,4.454010233,5.806918725,0.9272834509,1.00217527,5.001134635,1.73784195,3.185922322,2.329554115,2.479801721,3.283703138,0.7527152451,1.956618117,3.098222627
339,3.849305203,5.094155373,1.749939799,4.373070444,6.873895498,0.8862601444,2.265347055,3.678949808,2.841959241,5.202477374,2.148415843,2.268564783,1.800518863,1.423995476,2.7002846,3.289467765
340,4.268429224,6.295765985,2.549028568,3.398092304,5.332378701,1.020163483,1.996079497,4.356458148,1.731232499,4.654581092,1.90596893,1.444074818,4.215277293,0.7142219643,1.662404065,2.406465401
341,3.686633851,3.935102517,2.004094488,1.860406655,5.089743946,1.372172478,1.585212798,3.548626475,1.88886319,5.998858184,2.139506965,1.113285613,2.286322118,1.432644306,1.667474508,2.771798218
342,2.156557145,3.65707993,1.096033507,3.465703976,4.184406997,1.054634118,2.709948704,5.61359143,2.506561094,5.799173593,3.666036049,2.582482622,2.779013107,0.5052897441,1.843399393,2.418875618
343,1.869451917,7.342320338,1.097258582,3.388327547,7.297609614,1.484174658,2.052047254,3.187133426,2.711641371,5.807313359,1.559527059,1.813767271,2.421133968,1.139120867,2.614837009,2.584782557
344,3.22817727,3.29036907,2.96191759,1.646430709,7.439874409,0.5103609559,1.339131382,2.8911308,1.841137122,2.109282522,1.85183765,2.271827344,2.614774746,1.130610589,1.477553495,3.173125421
345,1.878107801,6.269710675,1.880198733,3.575448142,6.486606006,1.471742565,2.167326722,3.421084323,1.312056345,2.421086073,2.536500203,1.966655684,4.231176592,1.193541973,1.241932339,3.418464864
346,1.936423769,5.050721054,2.153291283,3.460109642,3.880600806,0.665206515,1.758869577,2.101841481,1.590329636,2.542705244,2.95854892,2.897103823,1.691783818,1.232108062,1.609775304,3.638128236
347,3.593926157,4.80373606,2.942170158,4.360909943,3.689200308,0.772499985,1.944042869,2.438909572,2.858805606,5.02864448,2.565485974,1.249687289,2.854639197,0.9124716537,2.44569933,1.852387063
348,4.293262402,6.084248125,1.464234808,2.550498199,3.616087095,1.425345597,2.317388565,4.226076307,2.568527465,3.509279498,3.595437621,2.765314248,2.298708393,0.9318232406,2.526690991,3.373935537
349,2.684508405,5.010664971,2.391709641,3.256617303,6.745918738,1.304337748,1.652561703,4.928046759,1.123381976,2.169279964,4.485303909,2.468058453,2.183889071,0.950407302,1.931468235,2.708209739
350,2.967847457,4.331264039,2.644430654,1.717150658,5.125487197,0.8934458524,1.194742048,2.370019314,1.494326364,3.577013335,3.992137691,1.646359547,2.10953554,1.231714839,2.338566311,3.201829616
351,2.013641587,5.909609292,2.789100649,3.77067195,7.277777085,0.9017031062,2.413407297,3.336544863,1.742145212,5.172269516,3.515347768,2.015976331,2.324678421,0.7762749616,2.763613766,3.958684041
352,3.376675526,6.861779918,2.426302679,2.607707858,3.142294793,0.8737459113,2.278582905,4.116022669,1.754855987,2.055516784,3.492578262,1.606908585,3.55561578,0.5636975476,2.377974712,1.740247166
353,2.879651473,4.364846645,2.273263734,3.327784006,2.883159484,0.9991586568,2.446994689,5.947768016,1.653185638,3.245869349,4.074113842,2.873025298,4.161695109,1.033686767,1.27132323,2.738278138
354,1.665266176,4.641471427,2.694111098,2.822578889,5.099268071,0.8710184371,2.932108772,5.625027239,2.448132359,5.08746154,1.529400928,2.388855267,3.994941603,1.23129209,2.575873426,2.833822634
355,2.87789409,2.880636508,2.888240065,2.77747196,3.514705285,1.494150294,2.198556053,5.193335746,2.231501768,4.961670351,3.698678065,1.26813542,4.289029696,0.8838133096,1.405015918,3.979704409
356,2.555987955,5.998590539,2.974094776,1.813906566,3.480689263,0.7619612149,1.056334747,2.018818304,2.489421041,3.648146505,4.186290589,1.354962585,2.832934082,0.9700868088,1.003282797,3.19099496
357,1.894042647,4.155152669,2.63080685,3.111800471,4.343191188,0.5307226847,2.50048339,5.389885552,2.353555068,3.903381641,2.017232156,1.472857446,3.572262476,0.8588066249,1.72092984,3.51193354
358,3.205037394,3.779271589,2.057742824,3.424136798,7.166755698,1.314791693,2.567847417,2.437902538,1.495496115,5.292337119,3.692413333,2.493706945,2.690030679,0.6154702176,2.484243549,3.024849058
359,3.758593021,4.915320924,1.277888043,3.024744423,4.751756319,1.32701185,2.205618576,2.181622783,1.496508229,4.225579775,1.642136631,2.230494504,1.508857262,0.5923728549,1.465993939,3.745780595
360,4.478980033,5.093265866,1.149106726,3.741865296,3.490809077,0.5560606503,2.28871119,2.458422763,2.305107564,5.336607571,4.361017707,1.204932962,3.332093211,0.9556068575,1.097735179,4.361173652
361,3.315547289,4.79744466,2.919733311,2.413565227,3.262251421,1.293198578,2.081605463,4.106314541,1.195757931,3.787892647,3.92269663,1.82093637,1.807541835,1.411379205,2.59195529,2.575527583
362,2.575677238,5.879359762,1.361403498,2.735286215,5.15099102,1.184342514,2.118886469,5.925169354,2.734515747,5.172504174,2.787290147,1.74749864,4.305120005,0.6293057538,2.823559687,2.145719163
363,3.261976561,7.261152896,1.628221604,2.524828777,6.911310443,0.8919763974,1.182683388,2.678302293,2.594787619,2.858786824,2.769712928,1.978694272,2.713909789,1.126122872,2.411034356,1.868750885
364,3.29602895,7.384436291,2.748706477,3.945388242,4.350977662,0.7439450459,2.868204692,4.512125924,2.059718384,3.789033822,3.526571042,2.193439857,3.920999135,1.36562615,1.691052556,3.213211023
365,2.474889424,6.498617797,1.726004432,2.08792577,3.149424761,1.174090129,2.489971638,4.789260184,2.0671318,5.531196959,3.944311439,1.30909884,3.413557211,0.5518464456,1.881446009,3.777370432
366,3.169549162,4.773277806,2.095177573,4.401104447,4.851475653,0.7915398553,1.585575915,5.584646522,2.232058238,4.551407443,3.860200681,1.124805174,2.480061393,0.7963612699,2.886256535,3.799645797
367,2.786745932,2.992732447,1.658303545,3.999625095,3.736257664,0.7085366787,2.67363432,2.579447475,1.354696628,3.925600601,2.983943942,2.833542719,2.928330669,0.7366950582,1.980094817,2.02062766
368,4.485838755,7.022986419,1.403368743,2.205502642,6.053369243,1.228987237,2.156929274,3.659118473,1.489653939,5.444926173,2.393206699,2.848964971,3.272439866,1.40027542,2.104274504,4.120112535
369,3.439537013,6.338554684,1.143701141,4.296702174,5.969168908,1.472974871,1.558138745,5.849081907,1.345740391,2.150873423,4.404785814,2.019871666,3.540798418,0.6620439894,2.443806983,1.797348602
370,2.393120256,5.894559885,2.777468459,3.269851992,6.631525768,0.8233380045,2.845194619,2.180048211,2.397117513,4.011678722,3.689495826,2.444334563,3.603032069,0.6117486581,1.324177387,4.04695527
371,4.112968923,6.889976817,1.425735676,3.291470091,3.537484841,1.475094159,2.806711259,2.356293593,1.212938446,2.381188047,3.521306819,2.010456255,2.37524663,1.089740773,2.173410964,3.42994787
372,2.812350453,5.409600816,2.396041009,3.898165498,4.650046926,0.6692972791,2.180357133,5.206905219,2.200908966,5.091645637,1.915577498,2.039042602,4.232567599,1.409924627,1.646110662,1.878724262
373,1.606156405,3.490208575,1.389834544,2.155097678,3.31224172,1.263780526,1.470870012,4.009180649,1.006116676,3.26525652,3.132034198,1.614177568,3.443105934,1.078950331,2.494864603,2.934412416
374,2.711852873,6.938458842,1.885718235,2.214216061,5.43236859,1.109564293,1.28874246,2.165295506,1.801049803,2.979855773,2.529331767,1.521855414,3.606724315,1.42491518,2.669995072,3.796305875
375,3.024702125,4.717788103,1.34386709,4.337184033,4.687075759,1.137996833,1.987335421,3.33259402,2.008616806,5.887543611,3.683533917,1.667652071,1.701727604,1.327730529,1.914979074,1.50442984
376,2.263232804,4.25266905,1.075028921,2.804665478,7.439198393,1.363919127,2.671783687,2.033362089,2.614808212,4.012261985,3.183035036,2.889902288,1.764841189,1.206491398,2.346792726,2.742269069
377,2.475052608,5.056474444,1.650250293,4.093577992,6.010271338,0.6993918079,1.112921836,4.581034146,1.090348473,3.279920301,2.23791143,2.821611521,2.060853806,1.16259986,1.475020881,4.268449892
378,3.997411568,5.319043774,2.528588624,2.17201209,6.079797311,1.494449089,1.716763331,3.298658191,1.075059521,3.828803515,2.342344852,1.038036948,2.441752631,0.5167228022,1.442881885,4.144162037
379,4.125937462,4.472973955,1.939625813,2.901785554,6.543909528,0.6174831851,1.335299979,3.717432922,1.03909674,3.344473141,2.40274107,2.45142459,3.724225962,0.7728865114,2.315459127,2.14554645
380,2.743299533,7.495074562,1.699576118,3.272253328,5.265294783,1.015447419,1.953462988,2.555219478,2.309904529,4.725310914,2.656688952,2.167351876,4.133537934,1.283623966,2.369316399,3.317471241
381,3.271404587,5.596570899,1.458261207,3.949668232,5.240287111,1.120820661,2.95585797,3.431763094,1.1449591,4.135925046,4.116380423,1.995032527,2.948236017,0.9351004682,2.058075196,2.896807452
382,1.965017085,5.433305824,2.468036382,4.03982069,5.00408176,0.6590792272,1.260471129,4.805117425,1.443699205,3.820687852,4.037156307,1.92517398,2.614846732,1.47061605,2.595281358,4.442003795
383,4.492403763,7.228415107,2.558508246,3.828686567,3.007221318,0.7564050823,2.469935638,4.320429524,2.004679335,2.761985854,3.072250076,1.200184504,3.763531681,1.099279696,2.362776535,1.798284115
384,2.142289374,6.978481675,1.66749248,3.368083471,3.52617739,0.5941762354,1.176908253,3.463069407,2.836773902,4.784606833,3.414711157,2.481366711,1.558486161,1.111343449,1.270822021,2.634822863
385,2.432062731,3.93194391,1.386690706,2.791823925,5.884946646,1.218523684,2.617200003,3.871130463,2.919573744,5.518835633,3.679187591,1.836559613,2.601753507,0.7624306844,2.909048813,3.93086587
386,2.063005292,2.827938891,2.985342824,3.181251485,4.892640738,0.6484849398,1.930827646,5.769320189,2.571040336,5.077195105,3.664586167,1.51708667,3.937824121,1.091524751,2.980596225,4.3456579
387,2.583878322,7.064943979,1.928869702,2.960619452,3.184597689,1.295752472,1.729994993,5.298617716,2.032716103,2.073286093,4.129785392,1.512917808,3.060015778,1.009635448,2.118726803,3.170642881
388,2.986178265,3.662228779,2.911675184,2.459012691,7.489267466,1.28964421,2.421142241,3.53473978,1.712716435,3.081670708,4.441415808,2.555945271,2.915028289,1.15106866,1.43035072,2.036216289
389,2.550697428,2.734736997,1.877333123,1.870360616,5.872119707,0.982864437,2.455113155,3.621867398,1.393830664,2.526524216,2.950313443,2.557736549,2.948560757,1.302577915,2.49464744,1.51005555
390,2.121508376,3.33706364,1.60142324,3.39658611,4.450130734,1.302265163,1.71254212,4.93909268,1.096216509,4.442650104,1.829477292,2.64813328,3.435037076,1.312780063,2.736516157,3.892490377
391,2.578687958,3.153923574,2.146275896,1.834981569,6.973503893,1.373352779,2.603473252,3.936858024,2.361198625,2.75184224,2.576278225,2.11310399,3.404419172,1.408400742,2.279702601,3.546592313
392,2.378470835,4.122096909,1.227143312,2.033614477,6.920199857,0.9685697615,1.248696709,4.811336737,2.594667742,4.530791885,4.370184011,1.222533645,4.095054405,0.8788685834,1.955829146,2.41180161
393,2.752331115,6.812206144,1.850146422,4.05406746,7.092789276,1.416875697,2.334690916,4.759459883,1.451600054,3.014395911,3.507537183,1.907314745,2.999384636,1.041424866,2.161321938,3.756638278
394,2.254299194,3.073842137,2.286386631,2.092926424,5.983083963,1.169688852,2.281095269,2.717742079,1.19205038,4.214230145,2.216794972,1.957229399,3.107672719,1.043402191,2.634656689,2.675568353
395,3.200440695,4.086067852,2.412470067,2.583931359,3.913322089,0.5803748446,1.429284927,2.718437535,1.407473866,3.264231844,2.446472061,1.82562355,3.575122048,0.7705212306,1.709882808,4.181779856
396,1.53675764,4.560295525,1.694674719,2.401738349,7.105391854,1.002966145,1.626907211,3.37317263,2.303107064,2.935869643,3.146738056,1.320500623,2.467944321,0.6476493117,1.521622078,1.769157603
397,2.958697914,4.121362131,2.082358653,3.857128265,5.626368401,1.434641557,2.155488897,3.606979143,2.704613083,5.957537288,3.809885587,1.961415056,3.5144288,1.154219566,2.890127026,3.111368349
398,4.016870072,6.313785163,1.79618832,3.759925736,2.768256555,1.458286399,1.593555635,3.915452989,2.69859055,2.948370552,3.702592855,2.996525871,1.976486778,1.256660934,1.557609796,4.464417921
399,2.700609608,5.023457658,1.351356709,3.131273416,5.210647577,1.190934761,1.424699219,5.212761723,2.33844698,3.161195561,2.675933643,1.223080854,2.719505979,1.162511099,1.267269539,2.112177711
400,3.560038049,7.479358084,2.123718055,3.019138682,6.65082982,0.9929156301,1.034301176,4.309648954,1.174507778,4.219812322,2.493277249,2.521830208,4.028939771,1.467491058,2.73944705,3.477023203
401,3.890618533,6.175587685,1.74870099,1.8863919,3.940893747,1.325625321,2.358049125,4.703566056,1.968372781,5.116684304,2.906559932,2.504110282,1.51391306,1.32918682,2.330165565,3.44792297
402,3.187324911,7.149583375,1.806315703,2.167833121,6.415067718,1.378183507,1.531794491,4.853553967,1.477263835,2.59618808,4.4140573,1.342006184,3.651383047,0.5579743601,1.161152715,2.892875727
403,1.855208416,4.830103248,1.653890893,3.597952667,6.147931155,0.9886124548,2.705247415,4.589249967,2.394282778,2.922599405,2.523509139,1.801835069,2.350810418,1.318376733,1.450215183,1.730570807
404,2.849156596,3.018216695,2.421595123,1.978593172,7.25585621,0.9573124196,2.15581794,3.914314444,1.173719069,2.437879925,2.852225039,2.93315017,3.353919954,0.9431195865,2.30769829,2.126438152
405,4.332674127,5.515010279,2.689601929,3.543446945,7.042155073,0.6556377836,2.077828111,4.245275207,2.911638931,5.152299896,2.937795615,2.990800114,2.557607779,1.27412851,2.159992131,3.747436501
406,4.246841089,7.252241871,2.269527586,2.768407049,4.213575601,1.118223673,1.95132016,3.599642336,2.334909504,2.474357004,4.058929204,1.175090356,3.048388874,0.7299696793,2.559111141,2.612800967
407,3.195767061,4.445069813,1.45958881,3.22697408,7.479359967,1.102319837,2.434523683,2.876807885,2.001113559,2.205849042,2.708022785,1.585799664,2.389691128,1.319356635,2.296765988,4.23514122
408,3.284167625,5.386838751,1.571737675,3.583917566,3.520605539,0.7537932032,2.613753687,2.601905109,2.961837564,5.300954278,3.922546334,2.482750892,4.263317299,0.5515883571,1.252228931,3.458691849
409,3.574227262,7.258375321,2.094754944,3.46816001,3.712291855,0.9180989906,2.873499079,5.296526423,2.289726006,3.434674737,3.0297509,2.026943996,3.836494492,0.9969321832,2.225544054,1.784430802
410,3.959449961,6.428611324,1.930705822,3.460004118,3.626402608,0.8557663267,1.668222018,5.480592553,1.589788804,4.270760464,3.362778269,1.748195061,2.084020576,1.474870176,1.946506701,3.559255061
411,3.780525758,4.914448243,2.363226457,4.34688992,5.819453781,1.350194352,1.909056442,2.775003252,1.825954014,2.339816971,2.341147113,2.278507584,1.854586519,1.262949988,2.570893197,3.516173315
412,1.683769064,4.251975017,2.489298943,2.502427819,6.619757039,1.018008968,1.813668073,2.647438209,1.017954951,5.260511586,2.967345555,1.154521184,1.843498315,0.9116130664,2.674629526,4.341114057
413,2.484470133,3.703257644,2.124327268,1.936237204,3.689766567,0.8643889354,1.228069455,2.427353481,1.974042185,3.417617574,2.069487213,1.271920333,3.609941989,0.9393893906,2.165587278,3.099595471
414,2.259925435,6.081760139,2.285727269,3.822973139,2.545732258,1.124585037,1.388963563,5.765744167,1.123554137,4.184565646,3.690094531,1.533067557,2.894695536,1.497653972,2.852219067,3.989426376
